Age,Education,YearsExperience,JobRole,Location,EmploymentType,CompanySize,Salary
42,Bachelor's,4,Product Analyst,Gurugram,Full-time,Small,848000
45,Bachelor's,5,Database Administrator,Chennai,Full-time,Startup,942000
52,Bachelor's,20,Software Engineer,Noida,Full-time,Large,2583000
35,Bachelor's,4,Business Analyst,Hyderabad,Full-time,Startup,862000
21,Bachelor's,0,Business Analyst,Delhi,Full-time,Medium,688000
50,Bachelor's,1,ML Engineer,Delhi,Full-time,Large,1386000
35,Bachelor's,3,Product Analyst,Delhi,Full-time,Startup,771000
54,Master's,18,Web Developer,Pune,Full-time,Startup,1906000
23,Bachelor's,1,Business Analyst,Kolkata,Full-time,Large,581000
40,Master's,4,Product Analyst,Hyderabad,Part-time,Medium,577000
21,Master's,0,Business Analyst,Bengaluru,Full-time,Small,738000
27,Master's,0,Business Analyst,Pune,Full-time,Medium,832000
50,Bachelor's,7,Software Engineer,Kolkata,Full-time,Large,1169000
46,PhD,7,Project Manager,Delhi,Full-time,Medium,1834000
33,Master's,3,Database Administrator,Ahmedabad,Full-time,Large,910000
51,Bachelor's,27,Business Analyst,Bengaluru,Full-time,Large,3539000
54,Master's,1,DevOps Engineer,Pune,Full-time,Startup,918000
35,Bachelor's,13,Data Scientist,Hyderabad,Part-time,Medium,964000
33,Bachelor's,10,DevOps Engineer,Hyderabad,Full-time,Startup,1234000
23,Bachelor's,0,Data Analyst,Pune,Full-time,Large,545000
55,PhD,6,Software Engineer,Bengaluru,Full-time,Small,1437000
21,Master's,0,Web Developer,Kolkata,Full-time,Medium,630000
37,Bachelor's,6,Data Analyst,Gurugram,Full-time,Startup,966000
46,Master's,7,Data Analyst,Mumbai,Full-time,Large,1559000
47,Bachelor's,14,Data Analyst,Ahmedabad,Full-time,Medium,1257000
35,Bachelor's,2,Business Analyst,Bengaluru,Full-time,Startup,700000
35,Master's,3,Project Manager,Gurugram,Full-time,Startup,1233000
46,Bachelor's,25,Product Analyst,Hyderabad,Full-time,Small,2087000
25,Bachelor's,2,Business Analyst,Delhi,Full-time,Medium,898000
25,Bachelor's,4,Software Engineer,Chennai,Full-time,Large,1004000
26,Master's,0,Web Developer,Hyderabad,Full-time,Medium,565000
21,Bachelor's,0,ML Engineer,Chennai,Full-time,Large,1215000
45,Bachelor's,8,Product Analyst,Delhi,Full-time,Startup,1114000
26,Master's,1,Business Analyst,Gurugram,Full-time,Large,877000
23,Bachelor's,1,ML Engineer,Pune,Full-time,Small,979000
29,PhD,1,Software Engineer,Bengaluru,Full-time,Large,1284000
37,Master's,1,ML Engineer,Delhi,Full-time,Startup,1112000
27,Bachelor's,3,ML Engineer,Hyderabad,Full-time,Small,1116000
29,Bachelor's,7,Data Scientist,Gurugram,Full-time,Small,1321000
55,Bachelor's,18,Product Analyst,Hyderabad,Full-time,Startup,1648000
30,Master's,1,Project Manager,Mumbai,Full-time,Medium,1455000
34,,12,DevOps Engineer,Chennai,Full-time,Small,1937000
34,Master's,9,DevOps Engineer,Bengaluru,Full-time,Large,2061000
30,Master's,8,Project Manager,Delhi,Contract,Startup,1303000
49,Bachelor's,10,Business Analyst,Mumbai,Full-time,Medium,1537000
22,Bachelor's,0,Data Analyst,Kolkata,Full-time,Medium,384000
23,Bachelor's,2,Data Analyst,Gurugram,Part-time,Startup,252000
37,Bachelor's,0,Product Analyst,Gurugram,Contract,Large,742000
29,PhD,7,DevOps Engineer,Chennai,Full-time,Small,1248000
38,Master's,13,Business Analyst,Pune,Full-time,Startup,1569000
31,Bachelor's,1,Business Analyst,Hyderabad,Full-time,Small,614000
49,Bachelor's,25,Database Administrator,Hyderabad,Contract,Startup,2279000
47,Bachelor's,4,Data Analyst,Hyderabad,Full-time,Startup,709000
37,Master's,12,Product Analyst,Mumbai,Full-time,Small,1688000
32,Bachelor's,2,Software Engineer,Hyderabad,Full-time,Medium,891000
51,Master's,14,Web Developer,Noida,Full-time,Medium,1757000
53,Master's,20,Web Developer,Mumbai,Full-time,Startup,1688000
25,Bachelor's,1,Business Analyst,Mumbai,Contract,Medium,727000
22,Bachelor's,1,Database Administrator,Ahmedabad,Full-time,Large,849000
41,Bachelor's,20,Software Engineer,Gurugram,Full-time,Large,2583000
47,Master's,24,DevOps Engineer,Gurugram,Full-time,Large,3098000
46,Master's,20,ML Engineer,Noida,Full-time,Medium,2313000
40,Bachelor's,0,Data Scientist,Chennai,Full-time,Small,1012000
44,Bachelor's,16,Web Developer,Kolkata,Full-time,Medium,1382000
45,Bachelor's,3,Data Analyst,Chennai,Contract,Startup,448000
26,Bachelor's,5,Software Engineer,Chennai,Full-time,Small,954000
27,Bachelor's,0,Software Engineer,Delhi,Full-time,Small,625000
22,Master's,1,DevOps Engineer,Pune,Full-time,Medium,1135000
38,PhD,3,Web Developer,Mumbai,Full-time,Medium,1108000
28,PhD,2,Web Developer,Chennai,Part-time,Large,503000
39,Bachelor's,18,Database Administrator,Pune,Full-time,Large,2571000
50,Master's,4,Business Analyst,Delhi,Full-time,Startup,989000
43,Master's,0,Data Scientist,Hyderabad,Full-time,Medium,1150000
35,Master's,5,ML Engineer,Mumbai,Full-time,Large,1787000
41,Master's,13,Product Analyst,Noida,Full-time,Startup,1463000
40,Master's,5,Product Analyst,Chennai,Full-time,Small,1153000
23,PhD,1,Web Developer,Gurugram,Contract,Small,953000
34,Bachelor's,1,Web Developer,Hyderabad,Contract,Startup,578000
49,Bachelor's,26,Project Manager,Bengaluru,Full-time,Medium,3184000
53,,14,Business Analyst,Chennai,Full-time,Small,1791000
41,Bachelor's,11,Software Engineer,Pune,Part-time,Small,616000
42,Master's,6,Product Analyst,Gurugram,Full-time,Large,1601000
41,Master's,15,Web Developer,Pune,Full-time,Medium,1570000
49,Master's,4,Project Manager,Pune,Full-time,Medium,1486000
34,Bachelor's,7,Business Analyst,Ahmedabad,Full-time,Medium,1153000
49,Bachelor's,27,ML Engineer,Noida,Full-time,Medium,3182000
54,Bachelor's,25,Business Analyst,Gurugram,Full-time,Large,3222000
34,Master's,0,Project Manager,Ahmedabad,Full-time,Large,1118000
54,Bachelor's,18,Business Analyst,Hyderabad,Full-time,Medium,2204000
28,Master's,1,Software Engineer,Bengaluru,Full-time,Startup,798000
35,PhD,14,Business Analyst,Bengaluru,Full-time,Medium,2099000
22,Master's,0,Project Manager,Kolkata,Full-time,Large,1079000
29,Bachelor's,0,DevOps Engineer,Pune,Full-time,Startup,837000
52,Bachelor's,20,Project Manager,Pune,Contract,Large,2852000
34,Bachelor's,8,Data Scientist,Chennai,Full-time,Startup,1286000
31,Master's,7,Data Analyst,Noida,Full-time,Medium,1213000
33,Bachelor's,7,Data Analyst,Hyderabad,Full-time,Startup,819000
51,Bachelor's,17,Software Engineer,Chennai,Full-time,Medium,1506000
37,Bachelor's,9,Business Analyst,Gurugram,Full-time,Large,1404000
33,Master's,0,Product Analyst,Chennai,Contract,Large,999000
37,PhD,1,Project Manager,Ahmedabad,Full-time,Small,840000
53,Master's,22,Software Engineer,Mumbai,Full-time,Small,2315000
35,Bachelor's,11,Web Developer,Delhi,Contract,Large,1653000
45,PhD,15,Database Administrator,Ahmedabad,Contract,Small,1255000
23,Bachelor's,1,Database Administrator,Delhi,Contract,Startup,690000
38,Master's,14,Web Developer,Kolkata,Full-time,Large,1437000
55,Bachelor's,27,Software Engineer,,Full-time,Large,2723000
43,Bachelor's,15,,Gurugram,Full-time,Startup,1747000
39,Bachelor's,6,Product Analyst,Gurugram,Full-time,Medium,1061000
27,Master's,4,Product Analyst,Kolkata,Full-time,Small,671000
25,Bachelor's,4,DevOps Engineer,Noida,Full-time,Medium,1173000
32,Bachelor's,10,DevOps Engineer,Bengaluru,Full-time,Medium,1553000
55,Master's,5,ML Engineer,Gurugram,Full-time,Large,1806000
29,Master's,3,Product Analyst,Bengaluru,Full-time,Medium,1058000
38,Bachelor's,14,Data Analyst,Mumbai,Full-time,Medium,1616000
23,Bachelor's,1,Data Scientist,Gurugram,Full-time,Medium,1107000
24,Master's,0,Business Analyst,Mumbai,Full-time,Startup,667000
35,Master's,1,Project Manager,Mumbai,Full-time,Startup,1019000
36,Bachelor's,8,Project Manager,Kolkata,Full-time,Startup,1280000
45,Bachelor's,3,Data Analyst,Mumbai,Full-time,Startup,746000
52,Bachelor's,6,ML Engineer,Pune,Contract,Large,1630000
53,Bachelor's,28,Database Administrator,Chennai,Full-time,Medium,2480000
45,Master's,7,Software Engineer,Ahmedabad,Part-time,Large,581000
25,Bachelor's,1,Project Manager,Hyderabad,Full-time,Large,1393000
34,Bachelor's,9,Business Analyst,Gurugram,Full-time,Large,1338000
39,Bachelor's,6,Software Engineer,Chennai,Full-time,Startup,896000
24,Bachelor's,0,Database Administrator,Ahmedabad,Full-time,Large,636000
23,Master's,2,DevOps Engineer,Ahmedabad,Full-time,Startup,942000
38,Master's,12,Software Engineer,Delhi,Full-time,Startup,1587000
31,PhD,6,Product Analyst,Hyderabad,Contract,Small,1202000
43,Bachelor's,13,Data Scientist,Bengaluru,Full-time,Medium,1691000
21,Master's,0,Business Analyst,Ahmedabad,Full-time,Small,710000
29,Bachelor's,2,Project Manager,Pune,Full-time,Medium,1186000
53,Bachelor's,32,Project Manager,Mumbai,Full-time,Medium,3760000
39,Master's,6,Data Analyst,Gurugram,Full-time,Small,1025000
52,Bachelor's,7,Data Analyst,Mumbai,Full-time,Large,1190000
38,Master's,7,DevOps Engineer,Chennai,Full-time,Startup,1119000
49,Bachelor's,12,Software Engineer,Bengaluru,Full-time,Large,1864000
31,Master's,7,Data Analyst,Hyderabad,Full-time,Small,1136000
26,Bachelor's,4,Product Analyst,Chennai,Full-time,Large,1097000
37,Bachelor's,12,Project Manager,Hyderabad,Full-time,Startup,1466000
43,Master's,3,Product Analyst,Kolkata,Full-time,Medium,863000
34,Bachelor's,0,Product Analyst,Delhi,Full-time,Startup,588000
55,Master's,5,Project Manager,Ahmedabad,Full-time,Medium,1193000
35,Bachelor's,9,DevOps Engineer,,Contract,Small,1197000
24,Master's,1,Data Scientist,Chennai,Full-time,Medium,1050000
37,Bachelor's,16,Software Engineer,Kolkata,Contract,Startup,1352000
32,Master's,3,Project Manager,Chennai,Part-time,Startup,723000
27,PhD,0,Web Developer,Gurugram,Contract,Small,734000
27,Bachelor's,3,ML Engineer,Pune,Full-time,Medium,1272000
55,Master's,34,Web Developer,Bengaluru,Full-time,Medium,3166000
37,Master's,11,ML Engineer,Ahmedabad,Full-time,Small,1559000
38,,10,Database Administrator,Chennai,Full-time,Startup,993000
39,Bachelor's,10,Software Engineer,Bengaluru,Part-time,Medium,1075000
42,Bachelor's,5,Business Analyst,Kolkata,Full-time,Small,826000
29,Master's,2,Web Developer,Ahmedabad,Contract,Large,695000
28,Bachelor's,6,Data Scientist,Noida,Full-time,Small,1357000
45,PhD,23,DevOps Engineer,Pune,Contract,Small,2571000
43,Master's,10,Data Scientist,Bengaluru,Full-time,Medium,1999000
32,Master's,6,Web Developer,Noida,Full-time,Medium,1066000
21,Bachelor's,0,DevOps Engineer,Hyderabad,Full-time,Medium,856000
33,Master's,6,Data Scientist,Noida,Full-time,Startup,1280000
30,Bachelor's,0,Software Engineer,Hyderabad,Full-time,Startup,713000
42,Bachelor's,17,DevOps Engineer,Gurugram,Full-time,Large,2616000
38,Bachelor's,7,Web Developer,Chennai,Full-time,Large,1122000
54,Master's,28,Data Scientist,Bengaluru,Full-time,Small,2708000
26,Bachelor's,5,Software Engineer,Pune,Full-time,Medium,952000
40,Master's,15,DevOps Engineer,Bengaluru,Full-time,Medium,2481000
36,Master's,14,Project Manager,Chennai,Full-time,Small,2034000
32,Master's,11,Product Analyst,Chennai,Part-time,Large,1015000
55,PhD,30,ML Engineer,Mumbai,Full-time,Large,4233000
50,Master's,25,Data Analyst,Chennai,Full-time,Small,1799000
27,Bachelor's,4,DevOps Engineer,Kolkata,Contract,Large,1107000
23,Master's,1,Web Developer,Noida,Full-time,Large,849000
24,,0,Software Engineer,Bengaluru,Full-time,Startup,607000
38,Master's,7,Database Administrator,Pune,Full-time,Small,1051000
42,Bachelor's,18,Database Administrator,Kolkata,Full-time,Medium,1470000
41,Master's,11,Data Scientist,Delhi,Full-time,Startup,1928000
51,Master's,10,Database Administrator,Pune,Full-time,Small,1217000
23,Bachelor's,1,ML Engineer,Chennai,Part-time,Large,725000
51,Bachelor's,11,Data Analyst,Mumbai,Full-time,Medium,1597000
42,Master's,7,ML Engineer,Hyderabad,Part-time,Small,850000
42,Master's,13,Data Scientist,Gurugram,Full-time,Large,2393000
54,PhD,1,Business Analyst,Bengaluru,Full-time,Startup,896000
53,Bachelor's,24,DevOps Engineer,Mumbai,Contract,Medium,2375000
39,Bachelor's,8,Database Administrator,Ahmedabad,Contract,Medium,998000
41,Bachelor's,0,Database Administrator,Mumbai,Full-time,Large,1026000
39,Master's,16,Database Administrator,Bengaluru,Full-time,Startup,1596000
53,Bachelor's,10,Business Analyst,Pune,Full-time,Medium,1240000
42,Bachelor's,8,Project Manager,Pune,Full-time,Small,1616000
27,Bachelor's,0,Software Engineer,Bengaluru,Full-time,Startup,449000
27,Bachelor's,5,Project Manager,Hyderabad,Full-time,Medium,1576000
24,Bachelor's,3,Database Administrator,Ahmedabad,Full-time,Small,788000
43,Bachelor's,5,DevOps Engineer,Mumbai,Contract,Large,1403000
38,Master's,11,Database Administrator,Gurugram,Full-time,Small,1611000
24,Master's,0,Project Manager,Gurugram,Full-time,Startup,1011000
34,Master's,10,Business Analyst,Delhi,Contract,Startup,1174000
49,Bachelor's,5,Web Developer,Gurugram,Contract,Medium,860000
51,Master's,16,ML Engineer,Delhi,Part-time,Medium,1301000
31,Master's,1,Web Developer,Pune,Contract,Small,636000
49,Bachelor's,2,Data Scientist,Hyderabad,Full-time,Small,1138000
52,Master's,5,ML Engineer,Gurugram,Full-time,Medium,1540000
48,Master's,13,Business Analyst,Ahmedabad,Full-time,Small,1252000
28,Master's,4,Product Analyst,Mumbai,Full-time,Medium,1194000
34,Master's,10,DevOps Engineer,Ahmedabad,Full-time,Large,1713000
26,Bachelor's,1,Software Engineer,Pune,Full-time,Small,680000
36,Bachelor's,12,Data Analyst,Pune,Full-time,Large,1634000
21,Bachelor's,0,Product Analyst,Noida,Full-time,Startup,571000
32,Master's,2,Business Analyst,Gurugram,Full-time,Small,772000
52,PhD,7,Product Analyst,Kolkata,Full-time,Large,1222000
46,Bachelor's,11,DevOps Engineer,Ahmedabad,Full-time,Startup,1525000
52,Bachelor's,10,ML Engineer,Mumbai,Full-time,Startup,1654000
49,Bachelor's,19,Product Analyst,Noida,Contract,Large,2438000
52,,20,Data Analyst,Kolkata,Full-time,Startup,1279000
36,PhD,4,Web Developer,Gurugram,Contract,Large,1255000
29,Bachelor's,7,Web Developer,Delhi,Full-time,Large,1101000
37,PhD,4,Data Scientist,Hyderabad,Full-time,Large,1756000
30,Master's,6,Database Administrator,Kolkata,Full-time,Startup,802000
53,Master's,11,Product Analyst,Bengaluru,Full-time,Large,2118000
33,Master's,11,ML Engineer,Noida,Contract,Small,1725000
25,PhD,2,Data Analyst,Gurugram,Full-time,Small,904000
42,Master's,15,Project Manager,Chennai,Full-time,Large,2291000
48,Bachelor's,3,Business Analyst,Delhi,Contract,Startup,775000
46,Master's,21,Business Analyst,Bengaluru,Full-time,Medium,2827000
50,Bachelor's,29,Product Analyst,Chennai,Full-time,Small,2059000
37,Bachelor's,15,Business Analyst,Hyderabad,Full-time,Large,1854000
41,Master's,8,Data Scientist,Delhi,Full-time,Startup,1319000
48,Bachelor's,16,Project Manager,Mumbai,Full-time,Medium,1991000
39,Bachelor's,7,Product Analyst,Kolkata,Full-time,Large,1217000
49,Bachelor's,19,Product Analyst,Gurugram,Full-time,Small,1709000
27,PhD,3,Database Administrator,Gurugram,Full-time,Large,1372000
36,Bachelor's,11,Data Analyst,,Full-time,Startup,1184000
53,Bachelor's,3,Business Analyst,Pune,Full-time,Large,999000
49,Bachelor's,22,Software Engineer,Mumbai,Full-time,Small,2332000
27,Bachelor's,6,Business Analyst,Ahmedabad,Full-time,Startup,907000
42,Bachelor's,13,Project Manager,Chennai,Contract,Large,2250000
35,PhD,0,Project Manager,Pune,Part-time,Startup,539000
33,Bachelor's,11,Database Administrator,Pune,Contract,Small,1360000
39,Master's,5,Data Analyst,Gurugram,Full-time,Large,1327000
25,Bachelor's,4,Data Scientist,Mumbai,Full-time,Large,1528000
28,Bachelor's,7,Data Analyst,Ahmedabad,Full-time,Startup,835000
43,Bachelor's,21,Web Developer,Bengaluru,Contract,Startup,1652000
45,Bachelor's,0,Software Engineer,Bengaluru,Full-time,Medium,892000
32,Master's,9,DevOps Engineer,Delhi,Full-time,Medium,1535000
23,Bachelor's,2,Database Administrator,Bengaluru,Full-time,Startup,741000
26,Bachelor's,3,DevOps Engineer,Bengaluru,Full-time,Large,1407000
49,PhD,0,Data Analyst,Delhi,Full-time,Small,839000
24,Bachelor's,3,Business Analyst,Kolkata,Full-time,Medium,811000
28,Bachelor's,0,Software Engineer,Kolkata,Full-time,Medium,654000
37,Master's,9,Project Manager,Chennai,Full-time,Startup,1454000
41,Master's,18,Web Developer,Gurugram,Full-time,Startup,1634000
22,Bachelor's,0,Project Manager,Chennai,Full-time,Medium,1049000
53,Bachelor's,9,Software Engineer,Bengaluru,Full-time,Medium,1400000
36,PhD,13,ML Engineer,Pune,Full-time,Large,2337000
28,Bachelor's,7,Web Developer,Hyderabad,Full-time,Startup,968000
38,Bachelor's,2,Product Analyst,Mumbai,Full-time,Medium,1090000
42,Bachelor's,14,Database Administrator,Chennai,Full-time,Large,2105000
22,Bachelor's,1,Web Developer,Bengaluru,Full-time,Large,814000
49,Master's,4,Business Analyst,Kolkata,Full-time,Medium,809000
24,Master's,1,Software Engineer,Pune,Full-time,Medium,840000
28,Master's,5,DevOps Engineer,Chennai,Full-time,Startup,1010000
52,Bachelor's,10,Data Analyst,Hyderabad,Full-time,Startup,1256000
37,Bachelor's,4,Data Analyst,Ahmedabad,Full-time,Medium,710000
46,Bachelor's,18,Software Engineer,Bengaluru,Full-time,Small,1953000
33,Bachelor's,1,Data Scientist,Chennai,Full-time,Startup,633000
51,Bachelor's,3,ML Engineer,Noida,Contract,Startup,1056000
52,Bachelor's,23,Data Scientist,Noida,Full-time,Startup,2419000
38,Master's,6,Data Scientist,Mumbai,Full-time,Small,1404000
50,Master's,23,Web Developer,Noida,Full-time,Medium,2139000
51,Bachelor's,28,Database Administrator,Kolkata,Part-time,Startup,1139000
46,Master's,20,DevOps Engineer,Ahmedabad,Full-time,Startup,1639000
29,PhD,8,DevOps Engineer,Pune,Full-time,Small,1685000
40,Bachelor's,7,Product Analyst,Kolkata,Contract,Large,1176000
54,Bachelor's,5,ML Engineer,Mumbai,Contract,Small,1276000
53,Master's,28,Data Analyst,Hyderabad,Contract,Startup,2426000
23,Bachelor's,2,Web Developer,Pune,Contract,Large,787000
40,PhD,2,Project Manager,Hyderabad,Full-time,Medium,1485000
51,Bachelor's,3,Product Analyst,Mumbai,Contract,Large,1278000
21,,0,ML Engineer,Kolkata,Part-time,Small,246000
24,Master's,0,Web Developer,Pune,Contract,Startup,414000
21,Master's,0,Web Developer,Mumbai,Full-time,Small,673000
38,Bachelor's,1,Software Engineer,Chennai,Full-time,Startup,730000
45,Master's,6,Product Analyst,Bengaluru,Full-time,Large,1581000
48,Bachelor's,6,Database Administrator,Hyderabad,Full-time,Startup,1229000
22,Master's,1,Database Administrator,Gurugram,Full-time,Startup,931000
55,Bachelor's,22,Product Analyst,Mumbai,Contract,Small,2200000
21,Bachelor's,0,Project Manager,Ahmedabad,Contract,Small,613000
53,Bachelor's,22,ML Engineer,Gurugram,Full-time,Medium,3080000
26,Bachelor's,4,Database Administrator,Gurugram,Full-time,Medium,1169000
35,Bachelor's,4,Database Administrator,Bengaluru,Contract,Medium,1114000
48,Master's,24,Database Administrator,Delhi,Full-time,Startup,2033000
41,Bachelor's,0,Business Analyst,Gurugram,Contract,Large,853000
23,Bachelor's,1,Data Scientist,Bengaluru,Full-time,Large,1226000
53,Master's,6,Project Manager,Delhi,Full-time,Medium,1803000
39,Bachelor's,2,Web Developer,Delhi,Full-time,Small,528000
39,Bachelor's,16,ML Engineer,Pune,Full-time,Startup,1717000
34,Bachelor's,0,Project Manager,Noida,Full-time,Large,1170000
36,Bachelor's,15,Data Scientist,Gurugram,Contract,Medium,2264000
54,PhD,28,Web Developer,Hyderabad,Full-time,Large,3146000
53,Master's,5,Data Analyst,Kolkata,Full-time,Startup,921000
43,Master's,14,Product Analyst,Noida,Full-time,Medium,2055000
30,Master's,9,Product Analyst,Delhi,Full-time,Large,1778000
32,Bachelor's,1,Data Analyst,Kolkata,Full-time,Startup,375000
29,Bachelor's,7,DevOps Engineer,Chennai,Full-time,Medium,1371000
28,Bachelor's,6,Business Analyst,Bengaluru,Full-time,Startup,1139000
50,Bachelor's,9,DevOps Engineer,Hyderabad,Full-time,Medium,1757000
32,Master's,10,DevOps Engineer,Ahmedabad,Full-time,Medium,1344000
29,PhD,8,Data Scientist,Mumbai,Contract,Medium,1808000
39,Bachelor's,5,Database Administrator,Pune,Full-time,Small,1119000
